Project ID,Name,Sector,Location,Status,Budget (USD)
P07370,Project_AM16T2,Renewable Energy,"Tokyo, Japan",Ongoing,1175964
P07371,Project_5DC0TT,Renewable Energy,"Tokyo, Japan",Proposed,9588468
P07372,Project_KUUL3W,Urban Development,"Scotland, UK",Proposed,1470375
P07373,Project_KHD2QP,Renewable Energy,"Scotland, UK",Ongoing,9242320
P07374,Project_LU9VDF,Water Management,"Delhi, India",Completed,4926747
P07375,Project_4BQHXO,Urban Development,"Delhi, India",Ongoing,6637194
P07376,Project_G5MI4G,Sustainable Agriculture,"Delhi, India",Completed,1153562
P07377,Project_OWKF01,Urban Development,"Tokyo, Japan",Completed,5860357
P07378,Project_0NIAJ3,Urban Development,"Scotland, UK",Proposed,1475357
P07379,Project_TKM566,Water Management,"California, US",Ongoing,6024897
P07380,Project_GZMLY3,Sustainable Agriculture,"Delhi, India",Proposed,7445239
P07381,Project_TGEUIY,Urban Development,"Cape Town, South Africa",Ongoing,5612240
P07382,Project_EIKYMW,Sustainable Agriculture,"Scotland, UK",Ongoing,4556959
P07383,Project_DR136B,Water Management,"California, US",Completed,6213069
P07384,Project_KC330B,Water Management,"Tokyo, Japan",Ongoing,5516987
P07385,Project_H3N5K2,Sustainable Agriculture,"Tokyo, Japan",Ongoing,4359081
P07386,Project_5RMESW,Sustainable Agriculture,"California, US",Proposed,9605269
P07387,Project_3CTQVA,Urban Development,"Delhi, India",Ongoing,3296820
P07388,Project_BTT46V,Urban Development,"Tokyo, Japan",Completed,3357277
P07389,Project_O2GEHN,Water Management,"Tokyo, Japan",Proposed,2642017
P07390,Project_WT77UO,Water Management,"California, US",Ongoing,8634698
P07391,Project_KGCRM7,Urban Development,"Scotland, UK",Ongoing,5268213
P07392,Project_0Q35PU,Sustainable Agriculture,"Cape Town, South Africa",Proposed,3886730
P07393,Project_Q5UOMA,Sustainable Agriculture,"California, US",Completed,6415552
P07394,Project_ELDF65,Water Management,"Cape Town, South Africa",Ongoing,8363137
P07395,Project_BV5NHD,Renewable Energy,"California, US",Completed,8590329
P07396,Project_GRZNYM,Sustainable Agriculture,"California, US",Proposed,5277141
P07397,Project_UUKAT9,Urban Development,"California, US",Ongoing,7695647
P07398,Project_4S2RL9,Water Management,"Cape Town, South Africa",Completed,5233674
P07399,Project_ZBJ4N5,Sustainable Agriculture,"Cape Town, South Africa",Proposed,5122833
P07400,Project_EJKE48,Renewable Energy,"Scotland, UK",Completed,9921548
P07401,Project_2MKSTY,Sustainable Agriculture,"Delhi, India",Ongoing,6330917
P07402,Project_E2QAJ8,Renewable Energy,"Scotland, UK",Completed,1912390
P07403,Project_6SYDFY,Water Management,"California, US",Proposed,7729152
P07404,Project_EHBU74,Water Management,"Cape Town, South Africa",Ongoing,5813305
P07405,Project_WTM5IB,Sustainable Agriculture,"Cape Town, South Africa",Completed,8418472
P07406,Project_QEHXFP,Renewable Energy,"Scotland, UK",Ongoing,8736173
P07407,Project_4EIDEF,Sustainable Agriculture,"Scotland, UK",Ongoing,9548946
P07408,Project_T4UHA0,Renewable Energy,"Tokyo, Japan",Completed,3053375
P07409,Project_LU4486,Sustainable Agriculture,"Delhi, India",Ongoing,6980743
P07410,Project_RLX0V8,Urban Development,"Tokyo, Japan",Completed,5856170
P07411,Project_7LIQVM,Urban Development,"Scotland, UK",Completed,1175392
P07412,Project_PTA46O,Renewable Energy,"California, US",Proposed,3745028
P07413,Project_7NXA0C,Water Management,"Delhi, India",Completed,6836354
P07414,Project_AR47WI,Urban Development,"Delhi, India",Ongoing,2419613
P07415,Project_OX0HGI,Sustainable Agriculture,"Delhi, India",Ongoing,3369217
P07416,Project_U4MIJE,Urban Development,"Scotland, UK",Completed,3448434
P07417,Project_4NFE1N,Water Management,"Delhi, India",Ongoing,8102895
P07418,Project_8VT5ZE,Renewable Energy,"Tokyo, Japan",Completed,2354517
P07419,Project_EC2AA3,Water Management,"Delhi, India",Completed,1076038
P07420,Project_8W8KZU,Water Management,"Cape Town, South Africa",Completed,8893089
P07421,Project_01PYHH,Water Management,"Tokyo, Japan",Completed,2678975
P07422,Project_9RU9G2,Sustainable Agriculture,"Tokyo, Japan",Completed,7578321
P07423,Project_G5INYH,Sustainable Agriculture,"California, US",Proposed,6327581
P07424,Project_QCHSYS,Renewable Energy,"Cape Town, South Africa",Ongoing,3361774
P07425,Project_H8JX6L,Urban Development,"Delhi, India",Proposed,3696419
P07426,Project_LD89GE,Water Management,"California, US",Completed,8397207
P07427,Project_OGNBKU,Water Management,"Scotland, UK",Proposed,7652856
P07428,Project_PLKUB5,Water Management,"Tokyo, Japan",Proposed,5390078
P07429,Project_Q4BHKV,Water Management,"California, US",Completed,3550468
P07430,Project_Q3TY7K,Sustainable Agriculture,"Tokyo, Japan",Completed,6064092
P07431,Project_O79YWB,Sustainable Agriculture,"Scotland, UK",Proposed,6428700
P07432,Project_QCBMKJ,Urban Development,"Scotland, UK",Ongoing,5784607
P07433,Project_I9II2I,Urban Development,"Delhi, India",Ongoing,3470726
P07434,Project_ZQOH6N,Sustainable Agriculture,"California, US",Completed,5839152
P07435,Project_ACH9FS,Sustainable Agriculture,"Cape Town, South Africa",Proposed,3014257
P07436,Project_4QXACP,Water Management,"Cape Town, South Africa",Completed,4309025
P07437,Project_IT7OOW,Urban Development,"California, US",Completed,8768981
P07438,Project_RI3BXJ,Renewable Energy,"Delhi, India",Proposed,5047685
P07439,Project_GGF1EJ,Urban Development,"Delhi, India",Ongoing,7435649
P07440,Project_HON01S,Renewable Energy,"California, US",Completed,4232793
P07441,Project_DNCGSH,Water Management,"Delhi, India",Proposed,7597256
P07442,Project_WQ454W,Sustainable Agriculture,"Tokyo, Japan",Ongoing,7566924
P07443,Project_JO7D3C,Sustainable Agriculture,"Scotland, UK",Completed,8099612
P07444,Project_H6RXDR,Water Management,"Delhi, India",Ongoing,1456485
P07445,Project_MEL5LV,Sustainable Agriculture,"Tokyo, Japan",Proposed,6488018
P07446,Project_0SRTMS,Sustainable Agriculture,"Tokyo, Japan",Proposed,3152157
P07447,Project_B4ERXV,Water Management,"Tokyo, Japan",Proposed,1549662
P07448,Project_GZZFV5,Sustainable Agriculture,"California, US",Proposed,7513242
P07449,Project_WHLYGY,Renewable Energy,"Scotland, UK",Completed,1038595
P07450,Project_FNMWYZ,Sustainable Agriculture,"Cape Town, South Africa",Proposed,6344514
P07451,Project_U41LEK,Sustainable Agriculture,"Delhi, India",Completed,1251437
P07452,Project_VWD82Z,Urban Development,"Tokyo, Japan",Proposed,8453946
P07453,Project_KV4VRX,Water Management,"Scotland, UK",Completed,9144117
P07454,Project_5HNF89,Sustainable Agriculture,"Scotland, UK",Proposed,9873160
P07455,Project_UXGOPG,Renewable Energy,"Tokyo, Japan",Completed,4850153
P07456,Project_384GHO,Renewable Energy,"Delhi, India",Completed,4927998
P07457,Project_ZOH6NA,Water Management,"Delhi, India",Completed,8601415
P07458,Project_XBV46P,Urban Development,"Scotland, UK",Ongoing,4702949
P07459,Project_UKXP47,Urban Development,"Tokyo, Japan",Completed,2652057
P07460,Project_G0FKDV,Water Management,"California, US",Ongoing,4516930
P07461,Project_5IFFXG,Urban Development,"California, US",Proposed,6268687
P07462,Project_KGDX46,Urban Development,"California, US",Ongoing,3990686
P07463,Project_8BTCAA,Water Management,"Delhi, India",Ongoing,3265464
P07464,Project_ZSRDP8,Renewable Energy,"Scotland, UK",Ongoing,4070079
P07465,Project_YYMUMM,Renewable Energy,"Scotland, UK",Ongoing,3637285
P07466,Project_RXARXU,Renewable Energy,"Scotland, UK",Completed,9795640
P07467,Project_6HJC7S,Renewable Energy,"Cape Town, South Africa",Proposed,2131333
P07468,Project_QB3LOE,Renewable Energy,"Delhi, India",Proposed,7450024
P07469,Project_W960JO,Sustainable Agriculture,"Delhi, India",Ongoing,5996786
P07470,Project_J9927N,Water Management,"California, US",Ongoing,6212574
P07471,Project_IMQIRT,Urban Development,"Tokyo, Japan",Ongoing,4074419
P07472,Project_KZMJ7O,Water Management,"Tokyo, Japan",Completed,7423352
P07473,Project_AEHUX5,Sustainable Agriculture,"Cape Town, South Africa",Proposed,4252389
P07474,Project_J8I2RY,Sustainable Agriculture,"Scotland, UK",Proposed,3202405
P07475,Project_VE6NOJ,Renewable Energy,"California, US",Proposed,1353907
P07476,Project_HNSJJR,Renewable Energy,"Cape Town, South Africa",Completed,8695451
P07477,Project_8S0NXR,Urban Development,"Delhi, India",Proposed,8503803
P07478,Project_OC0ZAQ,Urban Development,"California, US",Completed,8018219
P07479,Project_H28OMX,Water Management,"Tokyo, Japan",Completed,1420646
P07480,Project_3VZPRH,Urban Development,"Delhi, India",Ongoing,4201415
P07481,Project_2GHVGZ,Renewable Energy,"Delhi, India",Ongoing,5257576
P07482,Project_JX6LEL,Renewable Energy,"Delhi, India",Ongoing,4572386
P07483,Project_2TMRNW,Renewable Energy,"Scotland, UK",Proposed,4105851
P07484,Project_FEBNHB,Water Management,"Delhi, India",Ongoing,9672432
P07485,Project_F5BR5U,Sustainable Agriculture,"Cape Town, South Africa",Proposed,9219548
P07486,Project_OZS33G,Sustainable Agriculture,"California, US",Completed,3747885
P07487,Project_N6TIKZ,Urban Development,"Scotland, UK",Ongoing,4706328
P07488,Project_HH0HHB,Renewable Energy,"Tokyo, Japan",Completed,8554471
P07489,Project_2KXANB,Urban Development,"Delhi, India",Ongoing,1741695
P07490,Project_U07BW1,Urban Development,"Scotland, UK",Completed,6138141
P07491,Project_T2EOP4,Renewable Energy,"Scotland, UK",Proposed,2693860
P07492,Project_4OUUYB,Water Management,"Delhi, India",Ongoing,6335928
P07493,Project_2499R4,Urban Development,"Tokyo, Japan",Completed,5005350
P07494,Project_VNISVW,Water Management,"Scotland, UK",Proposed,4971299
P07495,Project_PX4ZEK,Sustainable Agriculture,"Delhi, India",Completed,2662533
P07496,Project_02R9NN,Sustainable Agriculture,"Tokyo, Japan",Proposed,8223000
P07497,Project_J59E0Z,Urban Development,"Cape Town, South Africa",Proposed,7555257
P07498,Project_QIVF1N,Sustainable Agriculture,"Tokyo, Japan",Proposed,4526110
P07499,Project_U7TDGI,Urban Development,"California, US",Completed,6047106
P07500,Project_4LMHWW,Urban Development,"Tokyo, Japan",Ongoing,1810320
P07501,Project_RGU047,Water Management,"California, US",Proposed,6442141
P07502,Project_AVV6Y1,Urban Development,"California, US",Completed,6410308
P07503,Project_PRIF5B,Water Management,"Delhi, India",Completed,2090594
P07504,Project_32W7RB,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,8617554
P07505,Project_1GBZTD,Renewable Energy,"Tokyo, Japan",Proposed,2047907
P07506,Project_J0XQ0C,Water Management,"Tokyo, Japan",Proposed,9382050
P07507,Project_IU110J,Renewable Energy,"California, US",Ongoing,1216257
P07508,Project_UKO9G9,Renewable Energy,"Scotland, UK",Ongoing,5295678
P07509,Project_CRFZTB,Water Management,"Cape Town, South Africa",Proposed,3775571
P07510,Project_JINO80,Urban Development,"Cape Town, South Africa",Proposed,1976504
P07511,Project_WFLK85,Water Management,"Scotland, UK",Proposed,4243031
P07512,Project_QXGVY8,Urban Development,"Tokyo, Japan",Ongoing,6551331
P07513,Project_C1S12O,Renewable Energy,"Scotland, UK",Proposed,9314456
P07514,Project_N6J299,Urban Development,"California, US",Ongoing,8730878
P07515,Project_YD0SAO,Sustainable Agriculture,"Tokyo, Japan",Ongoing,3443915
P07516,Project_LT46I1,Water Management,"California, US",Proposed,6306130
P07517,Project_LULI65,Sustainable Agriculture,"Tokyo, Japan",Completed,9690793
P07518,Project_DCZF60,Water Management,"Delhi, India",Ongoing,9525510
P07519,Project_D6CLMY,Urban Development,"Cape Town, South Africa",Ongoing,3331534
P07520,Project_VIYRNI,Water Management,"Delhi, India",Ongoing,7801268
P07521,Project_E84LJY,Water Management,"California, US",Proposed,4380097
P07522,Project_CYKYL6,Water Management,"California, US",Ongoing,5158473
P07523,Project_CHK6KR,Renewable Energy,"Tokyo, Japan",Ongoing,4976930
P07524,Project_54EDY6,Water Management,"Delhi, India",Ongoing,8998598
P07525,Project_4ZEYPJ,Renewable Energy,"Delhi, India",Proposed,9298689
P07526,Project_P7UFTG,Sustainable Agriculture,"Cape Town, South Africa",Completed,2173804
P07527,Project_2ME31X,Renewable Energy,"Tokyo, Japan",Ongoing,2975955
P07528,Project_E5IL3N,Water Management,"Delhi, India",Completed,1665004
P07529,Project_4IHZI2,Urban Development,"Scotland, UK",Ongoing,7344281
P07530,Project_C68SS9,Urban Development,"Tokyo, Japan",Completed,5130163
P07531,Project_U3Y7S0,Urban Development,"California, US",Completed,6583135
P07532,Project_YS8GOM,Urban Development,"Delhi, India",Completed,9744175
P07533,Project_SIODNM,Urban Development,"Scotland, UK",Completed,4506234
P07534,Project_45KC2H,Water Management,"Cape Town, South Africa",Ongoing,2090402
P07535,Project_VQ600X,Urban Development,"California, US",Ongoing,8776683
P07536,Project_5GD2BY,Urban Development,"Delhi, India",Ongoing,8804406
P07537,Project_9A5LNN,Renewable Energy,"California, US",Ongoing,4919749
P07538,Project_CCW02W,Water Management,"Cape Town, South Africa",Completed,8735442
P07539,Project_PXPP2U,Urban Development,"Delhi, India",Ongoing,4132061
P07540,Project_3VDWT2,Renewable Energy,"Scotland, UK",Proposed,4807411
P07541,Project_L1SD9E,Urban Development,"California, US",Ongoing,7018128
P07542,Project_9AGRVL,Urban Development,"Cape Town, South Africa",Proposed,1195088
P07543,Project_SWYX3U,Renewable Energy,"Cape Town, South Africa",Proposed,1234419
P07544,Project_4JANW4,Urban Development,"Delhi, India",Proposed,6059925
P07545,Project_HIGMVA,Water Management,"Scotland, UK",Proposed,3845054
P07546,Project_H9FCEN,Water Management,"Scotland, UK",Completed,6726362
P07547,Project_T8AGK9,Water Management,"Cape Town, South Africa",Completed,2188370
P07548,Project_6YX7DG,Renewable Energy,"California, US",Ongoing,6323264
P07549,Project_IIXAWR,Renewable Energy,"Cape Town, South Africa",Proposed,1379218
P07550,Project_MTM93F,Urban Development,"Delhi, India",Proposed,8924086
P07551,Project_ZNP3YP,Water Management,"Cape Town, South Africa",Completed,4934822
P07552,Project_9STVD7,Renewable Energy,"California, US",Completed,1340894
P07553,Project_G00RZZ,Renewable Energy,"Scotland, UK",Completed,4387370
P07554,Project_8LYXSR,Renewable Energy,"Delhi, India",Proposed,2402953
P07555,Project_QIVV35,Urban Development,"Tokyo, Japan",Completed,7434850
P07556,Project_03UGAE,Water Management,"Scotland, UK",Proposed,4039399
P07557,Project_15SPKO,Sustainable Agriculture,"Cape Town, South Africa",Proposed,5378143
P07558,Project_38FW95,Water Management,"Tokyo, Japan",Completed,9456247
P07559,Project_I8QCFE,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,8602118
P07560,Project_PPUL76,Water Management,"Scotland, UK",Completed,7965512
P07561,Project_37R8CT,Renewable Energy,"Cape Town, South Africa",Proposed,6684274
P07562,Project_BJFG17,Water Management,"Cape Town, South Africa",Proposed,2260171
P07563,Project_5E2SR9,Sustainable Agriculture,"Tokyo, Japan",Completed,9447383
P07564,Project_HB4GW1,Urban Development,"California, US",Ongoing,7433082
P07565,Project_JESJ15,Water Management,"Scotland, UK",Completed,8696144
P07566,Project_NC36K5,Sustainable Agriculture,"Cape Town, South Africa",Proposed,9437394
P07567,Project_TQSYSJ,Water Management,"Cape Town, South Africa",Ongoing,9729510
P07568,Project_R1A8M6,Urban Development,"Tokyo, Japan",Ongoing,4198819
P07569,Project_O0ZXU8,Urban Development,"Cape Town, South Africa",Completed,5542564
P07570,Project_CYW9Q7,Urban Development,"Tokyo, Japan",Ongoing,4667164
P07571,Project_80P3T5,Water Management,"Cape Town, South Africa",Ongoing,2504571
P07572,Project_K9KHU9,Sustainable Agriculture,"Cape Town, South Africa",Proposed,8766172
P07573,Project_C6EY36,Renewable Energy,"Delhi, India",Ongoing,2870019
P07574,Project_C6CDT6,Water Management,"Scotland, UK",Completed,9431945
P07575,Project_SDAUYW,Renewable Energy,"Tokyo, Japan",Proposed,3131091
P07576,Project_QI5DUI,Water Management,"Scotland, UK",Completed,9514214
P07577,Project_X40CJU,Urban Development,"Cape Town, South Africa",Proposed,1918084
P07578,Project_8IBRND,Water Management,"Cape Town, South Africa",Proposed,3774450
P07579,Project_EIBBNY,Water Management,"Tokyo, Japan",Ongoing,6723136
P07580,Project_62UJKP,Sustainable Agriculture,"Scotland, UK",Ongoing,2513932
P07581,Project_OK9ENR,Water Management,"Tokyo, Japan",Proposed,5871491
P07582,Project_7VR54U,Urban Development,"Scotland, UK",Ongoing,3934059
P07583,Project_4X8FB8,Urban Development,"Cape Town, South Africa",Ongoing,1177784
P07584,Project_7GTAL6,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,2572768
P07585,Project_E9YLAO,Urban Development,"California, US",Proposed,9597462
P07586,Project_3YBVM5,Sustainable Agriculture,"Cape Town, South Africa",Proposed,2186636
P07587,Project_1OXAZ8,Sustainable Agriculture,"Scotland, UK",Ongoing,1144891
P07588,Project_9VJFO1,Urban Development,"Delhi, India",Completed,1925903
P07589,Project_1325KF,Sustainable Agriculture,"Delhi, India",Ongoing,4795061
P07590,Project_DEZLGY,Renewable Energy,"Delhi, India",Ongoing,5402794
P07591,Project_JU4LZG,Urban Development,"California, US",Completed,9700634
P07592,Project_F3IITF,Water Management,"Scotland, UK",Ongoing,7589720
P07593,Project_AYNP1A,Urban Development,"Scotland, UK",Ongoing,3856693
P07594,Project_AJFFF0,Sustainable Agriculture,"California, US",Ongoing,1260173
P07595,Project_QIZSTV,Sustainable Agriculture,"Tokyo, Japan",Completed,2344615
P07596,Project_M6YRU4,Urban Development,"California, US",Ongoing,6198740
P07597,Project_F041GR,Water Management,"Scotland, UK",Completed,2356460
P07598,Project_UVOHGK,Water Management,"Delhi, India",Completed,2187623
P07599,Project_EPY5RR,Renewable Energy,"Tokyo, Japan",Proposed,4193209
P07600,Project_W7M69J,Sustainable Agriculture,"Scotland, UK",Proposed,2861101
P07601,Project_A22LA9,Renewable Energy,"Delhi, India",Completed,7748896
P07602,Project_84LZPW,Renewable Energy,"Tokyo, Japan",Completed,1104734
P07603,Project_4PD4HF,Water Management,"California, US",Proposed,8304703
P07604,Project_NE29LE,Urban Development,"California, US",Ongoing,3612057
P07605,Project_VIZ38X,Renewable Energy,"Scotland, UK",Completed,2043343
P07606,Project_C6A0ZH,Urban Development,"California, US",Proposed,1256960
P07607,Project_QQWWC9,Urban Development,"Tokyo, Japan",Completed,7815764
P07608,Project_IUTA2I,Water Management,"Tokyo, Japan",Proposed,3278680
P07609,Project_2UID6X,Urban Development,"Cape Town, South Africa",Proposed,3830926
P07610,Project_QW6ZO7,Renewable Energy,"Scotland, UK",Ongoing,2531187
P07611,Project_PDQUAP,Urban Development,"Tokyo, Japan",Proposed,6723718
P07612,Project_4M05B6,Urban Development,"Scotland, UK",Completed,4241209
P07613,Project_ROQ86H,Water Management,"Delhi, India",Proposed,3675301
P07614,Project_WAVG39,Water Management,"California, US",Ongoing,6534388
P07615,Project_WBF7YI,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,4748643
P07616,Project_9OUGTA,Renewable Energy,"California, US",Completed,8479460
P07617,Project_U8PHHK,Water Management,"California, US",Completed,5135506
P07618,Project_UJUOW5,Water Management,"California, US",Ongoing,7144207
P07619,Project_DSNUTU,Urban Development,"Scotland, UK",Completed,7036790
P07620,Project_VRDH4H,Renewable Energy,"Cape Town, South Africa",Ongoing,3709188
P07621,Project_7AXYT5,Water Management,"Cape Town, South Africa",Completed,3990401
P07622,Project_QN2HPT,Renewable Energy,"Delhi, India",Completed,1910197
P07623,Project_NXNDGM,Sustainable Agriculture,"Cape Town, South Africa",Proposed,7963851
P07624,Project_XKYKQB,Sustainable Agriculture,"Cape Town, South Africa",Proposed,8749448
P07625,Project_6DF162,Sustainable Agriculture,"California, US",Completed,5543819
P07626,Project_QROQ6Q,Sustainable Agriculture,"Tokyo, Japan",Proposed,8116410
P07627,Project_YZ1JVB,Renewable Energy,"Cape Town, South Africa",Ongoing,7986611
P07628,Project_1L929H,Sustainable Agriculture,"California, US",Completed,7638216
P07629,Project_2P7XR0,Renewable Energy,"Tokyo, Japan",Ongoing,9486312
P07630,Project_RGKVGF,Urban Development,"Cape Town, South Africa",Proposed,8482965
P07631,Project_36Z6WC,Urban Development,"Scotland, UK",Completed,1836816
P07632,Project_759S9W,Water Management,"California, US",Completed,9464921
P07633,Project_8O6X9I,Water Management,"Cape Town, South Africa",Ongoing,4426073
P07634,Project_OAHXZ7,Water Management,"Delhi, India",Ongoing,8050653
P07635,Project_2CLQE4,Urban Development,"Cape Town, South Africa",Proposed,1228103
P07636,Project_VYZNB7,Sustainable Agriculture,"Scotland, UK",Proposed,7762237
P07637,Project_WESIZW,Renewable Energy,"Tokyo, Japan",Proposed,5773895
P07638,Project_GCE09I,Water Management,"Tokyo, Japan",Proposed,3251574
P07639,Project_YQXCLY,Sustainable Agriculture,"California, US",Completed,5878781
P07640,Project_KIZC62,Renewable Energy,"Scotland, UK",Completed,4534708
P07641,Project_49B39R,Water Management,"Delhi, India",Proposed,9636609
P07642,Project_ICVUZ3,Water Management,"California, US",Proposed,3726822
P07643,Project_RVBGKP,Urban Development,"Cape Town, South Africa",Ongoing,9692887
P07644,Project_X27E2V,Sustainable Agriculture,"California, US",Completed,8115064
P07645,Project_TU4SK5,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,5304378
P07646,Project_GTEB74,Water Management,"Tokyo, Japan",Ongoing,5896974
P07647,Project_UDXZ9G,Urban Development,"Cape Town, South Africa",Ongoing,8362358
P07648,Project_ZSNA1V,Urban Development,"Cape Town, South Africa",Ongoing,7536646
P07649,Project_A60DDT,Renewable Energy,"Cape Town, South Africa",Ongoing,6157035
P07650,Project_RVHTY1,Water Management,"Tokyo, Japan",Completed,3584787
P07651,Project_F0BTQT,Sustainable Agriculture,"Cape Town, South Africa",Completed,5592419
P07652,Project_DTQUBI,Sustainable Agriculture,"Tokyo, Japan",Completed,7476045
P07653,Project_B7TX45,Renewable Energy,"California, US",Completed,2484408
P07654,Project_72W7DV,Urban Development,"California, US",Ongoing,1876214
P07655,Project_2A6UXX,Water Management,"Tokyo, Japan",Ongoing,5521704
P07656,Project_BPKP06,Water Management,"California, US",Proposed,5720995
P07657,Project_6OEGVW,Renewable Energy,"Delhi, India",Ongoing,1637118
P07658,Project_1P9KTZ,Sustainable Agriculture,"Tokyo, Japan",Ongoing,4935992
P07659,Project_CJOXPE,Renewable Energy,"Delhi, India",Ongoing,1202555
P07660,Project_IS6HPJ,Urban Development,"Cape Town, South Africa",Completed,1348736
P07661,Project_GIESHN,Water Management,"California, US",Proposed,6745377
P07662,Project_KN7782,Water Management,"Delhi, India",Completed,2221589
P07663,Project_KKRZHR,Urban Development,"Tokyo, Japan",Ongoing,2976078
P07664,Project_4JTJMV,Renewable Energy,"Tokyo, Japan",Proposed,6375630
P07665,Project_HJUHZR,Renewable Energy,"Scotland, UK",Completed,9095584
P07666,Project_4NO7UV,Water Management,"Scotland, UK",Proposed,2032260
P07667,Project_SQNPZE,Urban Development,"Cape Town, South Africa",Completed,1229349
P07668,Project_4SYH43,Sustainable Agriculture,"Delhi, India",Completed,6466522
P07669,Project_QKQ63H,Renewable Energy,"Tokyo, Japan",Proposed,5577266
P07670,Project_6MFZOZ,Water Management,"Tokyo, Japan",Completed,1645781
P07671,Project_0YFHV4,Renewable Energy,"Tokyo, Japan",Proposed,8424064
P07672,Project_HH5GRY,Water Management,"Delhi, India",Proposed,4473491
P07673,Project_8YGMJZ,Water Management,"Delhi, India",Completed,6339780
P07674,Project_4P65R0,Sustainable Agriculture,"Cape Town, South Africa",Completed,3613883
P07675,Project_PXOQVM,Urban Development,"Cape Town, South Africa",Proposed,8189400
P07676,Project_KFSNCZ,Sustainable Agriculture,"Delhi, India",Completed,1530387
P07677,Project_DA1DUE,Water Management,"Delhi, India",Completed,6494150
P07678,Project_0ZPO52,Water Management,"Tokyo, Japan",Proposed,7160219
P07679,Project_UWYZM3,Urban Development,"California, US",Proposed,3193303
P07680,Project_1GM056,Urban Development,"California, US",Completed,2027809
P07681,Project_0OBAI8,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,6596554
P07682,Project_11B5W6,Renewable Energy,"California, US",Proposed,3255611
P07683,Project_MO8OY7,Urban Development,"Tokyo, Japan",Proposed,4761758
P07684,Project_1YDABK,Urban Development,"Delhi, India",Ongoing,8906257
P07685,Project_CIF5RE,Urban Development,"California, US",Completed,2277012
P07686,Project_ZPYNAB,Water Management,"Cape Town, South Africa",Proposed,9525056
P07687,Project_U965QF,Renewable Energy,"Cape Town, South Africa",Completed,5243793
P07688,Project_NY5C6Y,Urban Development,"Cape Town, South Africa",Completed,2548535
P07689,Project_A350Z8,Water Management,"Tokyo, Japan",Ongoing,2624890
P07690,Project_3N1OH4,Renewable Energy,"Tokyo, Japan",Completed,7292452
P07691,Project_QKD3RU,Sustainable Agriculture,"Cape Town, South Africa",Completed,4518906
P07692,Project_G74WXD,Water Management,"California, US",Proposed,2122164
P07693,Project_E3HCXZ,Sustainable Agriculture,"Cape Town, South Africa",Proposed,7948629
P07694,Project_2OQA9R,Urban Development,"Tokyo, Japan",Proposed,2519525
P07695,Project_0BKL2G,Water Management,"Cape Town, South Africa",Completed,2911034
P07696,Project_K2LEEN,Sustainable Agriculture,"California, US",Completed,8914994
P07697,Project_FTKYOP,Urban Development,"Tokyo, Japan",Ongoing,8630056
P07698,Project_1NMTUN,Urban Development,"Delhi, India",Ongoing,6527444
P07699,Project_KYJ3CD,Renewable Energy,"Tokyo, Japan",Ongoing,8870000
P07700,Project_PUA6JZ,Renewable Energy,"Scotland, UK",Proposed,1171514
P07701,Project_L1KRXP,Renewable Energy,"Cape Town, South Africa",Ongoing,1694072
P07702,Project_YIJTM1,Urban Development,"Scotland, UK",Ongoing,6050987
P07703,Project_KKRW91,Sustainable Agriculture,"Cape Town, South Africa",Proposed,2589982
P07704,Project_V31RE0,Sustainable Agriculture,"Delhi, India",Completed,7330190
P07705,Project_N6KPO3,Urban Development,"Scotland, UK",Ongoing,9745523
P07706,Project_XSOLKE,Water Management,"Delhi, India",Completed,5152462
P07707,Project_BFY9JD,Urban Development,"Tokyo, Japan",Ongoing,6654202
P07708,Project_L2S2II,Sustainable Agriculture,"California, US",Completed,5065730
P07709,Project_PW4CTY,Urban Development,"Scotland, UK",Completed,6861026
P07710,Project_39DQ17,Renewable Energy,"California, US",Ongoing,9884355
P07711,Project_GBI4HH,Urban Development,"California, US",Proposed,4078647
P07712,Project_N9YTMH,Renewable Energy,"California, US",Completed,3426409
P07713,Project_09J939,Renewable Energy,"Scotland, UK",Completed,1686135
P07714,Project_NCIWJR,Renewable Energy,"Scotland, UK",Completed,1836913
P07715,Project_63PQU7,Renewable Energy,"Delhi, India",Completed,4529497
P07716,Project_2GZVVM,Water Management,"California, US",Proposed,5291712
P07717,Project_T2F4LF,Urban Development,"Cape Town, South Africa",Proposed,4419038
P07718,Project_UFVH3C,Renewable Energy,"Scotland, UK",Ongoing,2993972
P07719,Project_I9A2LB,Urban Development,"Cape Town, South Africa",Ongoing,7160434
P07720,Project_CNTBOE,Renewable Energy,"Cape Town, South Africa",Proposed,5003355
P07721,Project_W5DGUS,Water Management,"Tokyo, Japan",Completed,6482951
P07722,Project_9HB7NG,Renewable Energy,"California, US",Ongoing,9617562
P07723,Project_LY7SI5,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,1119773
P07724,Project_S9CLJW,Urban Development,"Tokyo, Japan",Completed,6967821
P07725,Project_Q89WG0,Water Management,"California, US",Completed,7108464
P07726,Project_SGU71Z,Sustainable Agriculture,"Tokyo, Japan",Proposed,6811824
